REG_HOLD_RISK,FM_UNMET_NEED,CURRENT_BALANCE,LAST_GPA,PREV_GPA,WI_GRADE_COUNT,DFW_GRADE_COUNT,FIRST_GENERATION_RISK,HIGH_SCHOOL_GPA
0,,0,3.509473684,3.407142857,1,2,1,'3.42'
1,,0,2.203846154,,0,1,0,'3.85'
0,,0,,,0,0,0,''
0,-500,0,3.443333333,3.72,1,1,0,'3.58'
0,,0,3.6675,3.4175,0,0,0,'2.84'
0,,0,2.743333333,3.294117647,1,2,0,'3.59'
0,,0,2.886666667,3.489230769,1,2,0,'2.86'
0,,0,,,0,1,0,'2.962'
0,,0,3.692307692,3.257692308,0,0,1,'3.056'
0,8881,0,3.6,3.223333333,0,4,1,'2.8'
0,,0,0,1.556666667,1,6,0,'3.03'
0,,0.5,3.335,3.478571429,0,0,0,'3.48'
0,,0,1.665,3.335,0,2,1,'3.43'
0,,0,2.566153846,2.972307692,1,2,1,'3.35'
0,10859,0,2,2.333333333,1,7,1,'3.52'
0,2768,0,2.78,3.446666667,0,0,0,'3.46'
0,,12.5,3.585,3.443333333,0,1,1,''
0,,0,,,0,0,0,'2.44'
0,,0,1.67,2.446666667,3,0,0,''
0,,970,3.588235294,3.595714286,0,0,0,'3.25'
0,14423,0,3.811428571,3.636363636,0,0,1,''
0,,0,3.556666667,3.89,0,0,1,''
0,,0,3.33,3.33,1,1,0,''
0,11230,0,2.54375,3.0025,4,4,0,''
0,,0,2.89,3.11,0,3,1,''
0,,0,3.67,0,0,6,0,''
0,,1,3,3.165,0,12,0,'3.16'
0,,0,3.468,2.776666667,1,3,1,''
0,10518,0,3.665,3.868,0,2,1,'3.40'
0,6754,0,4,4,0,1,0,''
0,,0.15,3,3.556666667,0,3,0,''
1,-43404,0,3.113333333,2.25,0,5,0,''
1,,5402,0,3.486153846,0,2,0,'3.35'
0,,25,3.33,3.33,1,6,0,''
0,5708,-1921,3.776666667,3.33,2,7,0,''
0,,0,2.085,2.78,0,1,0,'2.05'
1,-38378,0,4,3.5,0,5,0,''
0,,0,1.67,4,0,0,0,''
0,0,692,0,3.07,5,12,0,''
0,,0,4,4,0,0,1,''
0,,0,3.556666667,3.866,1,1,0,'3.43'
0,,50,,,0,0,1,''
0,,0,4,3.938125,0,0,0,'3.7'
0,,0,2.257692308,3.67,1,1,1,'2.89'
0,10389,301,0.67,2.333333333,0,8,0,''
0,5555,0,2.5,3.67,2,2,0,''
0,20597,0,4,2.2075,0,1,0,'3.6'
0,,0,4,3.666666667,0,2,0,''
0,46451,0,4,1.8325,0,3,1,'3.21'
0,0,0,3.835,3.905714286,1,1,0,'3.98'
0,,0,3,1,3,6,1,'2.72'
0,,0,3.333333333,3.556666667,0,0,0,''
0,,0,3,4,4,4,0,'3.12'
0,,0,3.835,3.835,0,3,0,'3.21'
0,0,0,3.165,,0,6,1,''
0,,0,3.463846154,3.428571429,0,0,1,'3.27'
0,,0,,,0,0,0,''
0,9723,0,2.89,3.446666667,1,1,1,''
0,,0,0,0,2,6,0,'2.85'
0,-10166,0,4,4,0,0,0,''
1,,0,3.67,3.853333333,0,0,0,''
0,4981,1025.86,3.618571429,3.75,0,0,0,''
0,3255,0,2.89,3.446666667,1,1,1,''
0,5600,4.1,4,4,3,3,1,''
0,25960,0,2.835,3.223333333,0,0,0,'2.58'
0,-1833,0,4,2.666666667,0,2,0,''
0,9390,0,3.835,3.22,0,8,1,''
0,16895,0,4,3.443333333,0,0,1,'3.37'
0,,0,4,1.5,0,1,1,''
0,,0,3.905714286,4,0,0,0,'0'
0,,0,3.8325,3.9175,0,0,0,''
0,,10.5,3.666666667,2.666666667,0,2,1,''
0,,0,3.776666667,2.776666667,1,1,0,''
1,21003.02,4717.5,3.67,3.17,1,8,0,''
0,,0,4,4,2,2,0,''
0,,0,2.776666667,2.67,1,2,0,'2.80'
0,,0,3.334285714,3.9175,0,0,0,''
0,10779,406.66,4,3.556666667,0,5,0,''
0,,0,4,4,0,0,0,''
0,,0,4,4,0,0,0,''
0,,0,4,3.665,0,0,0,''
0,,310.86,2.67,3.665,0,0,1,'3.18'
0,,0,3.868,3.89,0,0,1,'3.37'
0,-4166,815.66,2.33,3.5,0,0,0,'3.00'
0,40030,0,2,3.922352941,0,0,0,'3.15'
0,7386,0,4,3.588461538,0,0,1,''
0,0,0,1.67,,0,1,0,'2.04'
0,,82.25,2,2.5,0,5,0,'2.74'
0,9158,0,3.714285714,3.666666667,0,1,0,''
0,,0,0.78,1.85,1,5,0,'3.35'
0,,154,3.2,3.33,3,5,0,'2.84'
0,,0,3.89,4,0,0,0,'3.38'
0,12495,451.15,4,2.524285714,0,1,0,'3.51'
0,,0,3,1.5,2,30,0,''
0,,0,3.67,3,0,0,1,''
0,,0,2.67,1.5,1,2,0,''
0,6634,0,4,4,0,0,0,''
0,,0,4,4,0,0,0,''
0,,0,2,1.25,1,9,0,'3.02'
1,8034,5932,0,,0,2,1,'2.400'
0,,0,3.556666667,3.666666667,0,0,0,'3.68'
1,,0,3.335,2.67,1,2,1,'2.94'
0,,0,3.214705882,3.690769231,0,1,0,'3.40'
0,,0,3,3.5,0,0,0,''
0,,0,3.835,2.835,0,3,1,''
0,,0,2.191666667,2.870769231,0,0,0,'3.06'
0,0,14350,3.335,3.216470588,0,1,0,'2.791'
0,,0,4,3.912,0,0,0,'3.82'
0,,0,4,3.25,0,0,1,'3.79'
0,,0,3.446666667,2.5,0,2,1,'3.3'
0,,50,3.926666667,3.8325,1,1,0,'3.91'
0,-1500,0,4,4,0,0,0,'3.22'
0,3183.8,0,4,4,1,3,1,'3.84'
0,,0,4,4,1,1,1,'3.73'
0,,0,0,3.33,1,9,1,'3.70'
0,-5000,0,4,4,0,0,0,'3.87'
0,,0,3.9175,3.824,0,0,1,'3.23'
0,,0,3.89,4,0,0,1,'3.81'
0,,0,4,4,0,0,0,'3.75'
0,0,0,4,3.89,0,0,0,''
0,,0,3.11,3.335,0,0,1,'3.31'
0,,0,3.873076923,3.67,0,0,0,'3.28'
0,,0,2.5,3.1675,0,0,1,'2.88'
0,,0,2.33,2.67,0,0,0,'3.8276'
0,16283,0,2.835,3.443333333,0,0,0,'3.41'
0,7920.3,0,0,0,2,7,0,'3.05'
0,12740,0,3.533,3.75,0,0,0,'3.93'
0,,0,3.5,3.5,0,0,1,'3.38'
0,,0,4,3.75,0,0,0,'3.9032'
0,,0,3.556666667,3.776666667,1,1,1,'2.78'
0,,0,3.5,3.048571429,0,0,0,'2.97'
0,,0,1.556666667,3.25,0,1,0,'3.01'
1,,50,,,0,1,1,'3.450'
0,,0,4,4,0,0,0,''
0,21267,54,4,4,0,2,0,''
0,20616,0,4,4,0,0,0,''
0,14349,0,2,3.665,0,1,0,''
0,,0,,,0,6,0,'0'
0,,220,3.113333333,2.22,2,8,1,''
0,7050,0,0,0,3,8,0,'3.32'
0,,85,3.590769231,2.4,0,0,0,''
0,,0,0,2.667368421,0,15,0,''
0,,0,3,2.915,1,2,0,''
0,,12,3.443333333,2.553333333,0,1,1,''
0,,0,,,0,0,1,''
0,10783,0,3.835,3.89,0,1,0,''
0,,0,3.6,3.333333333,1,1,0,''
1,,0,2,2.743846154,0,4,0,'3.5'
0,,0,0,3.67,3,10,1,''
0,,0,3.78,3.67,0,1,1,'3.37'
0,,0,0.666666667,2.113333333,0,7,1,'3.39'
0,,170,3.534,3.868,0,0,0,''
0,7328,0,4,3.548571429,0,6,1,''
1,8214,0,0,2.331428571,0,8,1,''
1,,1019.95,3.3325,2.75,0,1,0,'3.15'
1,,2040,0,0,1,12,0,'3.02'
0,,0,0,,1,0,0,'3.56'
0,,0,4,,1,0,0,''
1,,832,0,2.556666667,0,13,0,''
0,,3.05,2,2.898461538,0,1,0,'3.1'
1,20973,6613,3.5,3.464,1,8,0,''
0,6577,0,3.67,2.5,0,0,0,''
0,,0,,,0,0,1,''
0,0,0,4,3.5,0,0,1,''
0,5806.5,0,3.428571429,2.165,0,6,1,''
0,,0,4,4,0,0,0,''
0,-6850,2480.6,4,3.585,0,1,0,''
0,,0,4,3.771538462,0,0,0,'3.55'
0,,0,3.335,3,3,4,0,''
0,,0,2.556666667,2.446666667,0,13,0,'2.03'
0,,0,3.11,3.22,0,11,0,''
0,-1878,0,4,4,0,0,0,''
0,9760,0,0,3.67,1,0,0,''
1,,3933,0,3.868,2,17,1,''
0,19787,552.13,3.666666667,3.835,0,6,0,''
1,,3477,0,2,3,11,1,''
0,,50,,,0,0,1,''
0,2945,0,4,3.811428571,0,0,1,''
0,-10026,0,4,4,0,0,0,''
0,,177,3.17,2.866,2,12,0,''
0,0,0,4,4,0,0,1,''
0,4771,0,3,2.407857143,0,6,1,'3.41'
0,0,0,4,4,0,0,0,''
0,,0,2.666666667,3.11,1,2,0,'3.18'
0,22055,0,1.5,3.67,4,6,1,''
0,9614,0,0,4,0,0,1,''
0,-1525,0,3.333333333,3.384615385,0,0,0,'3.92'
0,,0,4,4,2,3,1,'3.12'
0,15470,0,3.67,3.835,0,2,1,''
0,,0,4,4,0,0,0,''
1,0,1690,4,4,0,1,0,''
0,89,50,1,3.333333333,4,7,0,'3.77'
0,,0,,,0,0,0,'3.80'
0,,0,3.553333333,3.666666667,0,0,1,''
0,,0,4,3.926666667,1,1,0,''
0,23770,212.66,4,3.835,0,0,0,''
0,0,334.06,3.67,4,0,0,0,'3.661000'
0,,0,3.6675,3.098571429,0,0,1,'3.31'
0,0,0,0,4,1,1,0,'2.97'
1,,0,2.835,1.627777778,1,2,0,'2.00'
0,8503,0,3.868,4,0,0,0,''
0,16555,0,4,3.692307692,0,1,0,''
0,29024,12,4,3.793846154,0,0,0,'3.9'
0,,0,3.771538462,3.898461538,0,0,0,'3.900'
0,-6000,0,4,3.945,0,0,0,'3.82'
0,,0,3.283076923,2.873846154,0,0,0,'3.20'
0,,0,2.165,3.33,2,5,1,'2.41'
0,,0,4,3.237857143,0,0,0,''
0,,0,3.78,3.78,0,0,0,'3.89'
0,,0,2.666666667,1.835,1,3,1,'3.35'
0,16066,0,0,3.165,0,1,0,'2.71'
1,,959.7,0,4,0,1,0,''
0,,0,3.33,3.816666667,0,0,0,'3.07'
0,,0,4,3.33,0,1,0,''
0,,0,4,4,0,0,1,''
0,,0,3.898461538,3.6975,0,0,1,'3.84'
0,,150,3.666666667,3.556666667,1,0,0,'3.88'
0,13709,0,0,1.846153846,3,5,0,'3.418'
0,15971,0,2.8325,2.9175,0,0,1,''
0,,0,4,3.89,0,0,0,''
0,2308.7,0,3.89,3.78,0,0,0,''
0,,0,4,3.666666667,0,1,1,'3.50'
0,,0,3.5825,3.556666667,0,0,0,'3.89'
1,8903,3339.77,4,3.835,0,1,0,'2.94'
0,,0,2,2.3325,0,3,1,'3.43'
0,,0,2.33,1.89,2,6,0,'3.31'
0,,0,3.89,4,0,0,0,'4.0'
0,,0,2.932,4,2,2,0,''
0,,50,,,0,3,0,'4.0'
0,,0,0,0,4,10,0,''
0,,0,3.113333333,2.89,1,5,0,''
0,732,0,3.858571429,,0,0,1,''
0,,0,3.33,3.11,4,10,1,''
1,6097,3008,3.41625,3.059090909,3,7,1,''
0,,0,3.905714286,3.666666667,0,3,1,''
0,,1106.33,4,4,0,0,0,''
1,,3513,1,2.335,1,4,1,''
0,,0,4,4,1,7,0,''
0,4328.2,0,4,2.500833333,1,5,1,'2.2'
0,,0,3.223333333,3.835,1,1,0,'3.44'
0,,0,4,,0,0,0,''
0,,0,,,0,2,0,'3.36'
0,,0,0,2.818181818,0,6,0,''
0,-3000,2422,0,3.33,2,7,0,''
0,,0,3.428571429,4,0,3,0,'2.80'
0,21337,0,4,3.468,1,1,0,''
0,,0,,,0,0,1,'4.000'
1,,4498,0,0,0,0,0,'3.76'
0,,0,3,2.335,3,7,0,''
0,,0,,,0,0,0,'1.98'
0,,0,3,3.333333333,0,1,1,''
0,12495,0,3.165,3.4975,0,2,1,'3.38'
0,,0,3.5,2.67,3,11,1,''
0,,0,2.446666667,2.335,4,4,0,''
0,,0,1.813333333,3.5,0,4,1,''
0,13622,0,4,3.62,0,0,1,''
0,,349.86,3.666666667,3.335,0,1,0,''
0,,0,4,4,0,0,0,''
0,,12,3.562307692,3.590769231,0,0,0,''
0,,0,4,3.702222222,0,0,0,''
0,,0,3.11,3.33,0,0,0,'3.69'
0,,686.66,3.868,3.553333333,0,0,0,''
0,,0,3.6675,3.556666667,0,1,0,'2.65'
0,,0,0,2.67,3,3,0,'3.22'
0,,0,3.5825,3.776666667,0,0,1,'2.72'
0,5555,0,4,,0,1,1,''
0,5302,0,3,3.090909091,2,4,0,''
1,,4523,2,2.5,4,12,0,''
0,,0,3.88,3.89,0,0,0,'3.58'
0,,0,4,3.33,0,0,0,'3.92'
0,34591,769,4,3.25,0,0,0,'2.95'
0,,0,4,3.67,0,0,0,''
0,,0,3.556666667,4,0,0,0,''
0,10861,0,3.5,2.835,0,0,0,'0'
0,5429,0,4,4,0,12,1,'3.03'
0,,0,3.374375,3.085,0,0,0,''
0,,0,3.553333333,4,0,2,0,''
0,15911,0,3,3.335,1,7,1,'3.66'
0,,0,3.666666667,4,0,1,1,'2.99'
0,,0,4,4,0,0,0,''
0,,0,1.666666667,3.556666667,0,3,0,'1.55'
0,20624,0,3.333333333,3.858571429,0,0,0,'3.48'
0,455,0,1.83,,0,3,1,'2.07'
0,,0,0,3.571428571,2,2,0,''
1,38138,2583,3.67,3.5,1,1,0,''
0,12329,0,3.446666667,3.556666667,0,4,1,''
0,,150,3.793846154,4,0,0,0,'3.90'
0,,0,2.67,,0,8,0,''
0,9008,658.4,0,3.78,1,1,0,''
0,,0,4,4,0,0,0,''
0,,100,1.33,2.776666667,0,15,0,''
0,,0,4,4,0,0,1,'3.91'
0,,0,3.868,4,0,2,0,''
0,,0,3.33,1.272727273,4,10,0,'2.02'
0,,0,4,4,0,3,0,'3.68'
0,12675,0,4,3.793846154,0,0,0,''
0,,0,4,4,0,0,0,''
0,,39.65,3.89,3.89,0,2,1,''
0,14878,0,4,3.666666667,0,0,0,''
0,-4500,308,4,3.335,0,1,0,'3.13'
0,,0,3.371764706,2.945833333,0,1,0,'3.76'
0,,0,3.11,3.556666667,0,0,0,'3.81'
0,,0,,,0,0,0,'3.137'
1,,0,3.332857143,2.666666667,1,14,0,'3.41'
0,2785,120,2,3.835,1,1,1,'3.27'
0,5272,0,3.666666667,3.793846154,0,0,0,'4.0'
0,5592,635.28,3.335,2.75,1,0,0,'3.13'
0,27245,0,4,2.666666667,0,2,0,''
0,,0,3.113333333,3,0,9,0,''
0,,710,4,3.11,0,7,0,'2.84'
0,,0,0.970909091,3,0,2,1,''
0,,0,0.360833333,0.835,2,10,1,''
0,,0,2.1675,3.3325,0,1,0,'3.94'
0,5674,2.7,3.556666667,3.529411765,0,0,1,'3.38'
0,1975,0,3.89,3.0025,0,3,0,'2.88'
0,7674,0,3.33,3.898461538,1,1,0,'3.58'
0,,0,4,4,0,0,0,''
0,,50,3.443333333,3.446666667,0,1,0,'3.05'
0,10123,0,4,3.6675,0,0,1,''
0,3564,0,3.17,4,0,1,1,''
1,,720,1,0.67,2,14,0,'2.64'
0,,0,0,2.67,3,3,0,'3.11'
0,0,0,3.5,2.5,1,10,0,''
0,,0,3.771538462,3.873076923,2,2,0,'3.59'
0,,0,3.844705882,3.764705882,0,0,0,'3.9'
0,,0,2,3,2,9,0,'3.196'
0,,0,2.52,3.529411765,0,0,0,'3.82'
1,,587.5,0,,0,7,0,'4.79'
0,,0,4,4,0,1,1,''
0,,0,4,3.67,0,0,0,''
0,,0,3.223333333,3.333333333,0,2,1,'3.30'
1,3296,1003,2.585,2.11,1,7,0,'3.05'
0,,0,4,3.692307692,0,0,0,'3.00'
1,,5169.5,2.135,,0,1,0,'3.233'
0,748,0,4,4,0,2,1,''
0,20201,880.66,2.6675,4,0,4,0,''
0,,0,,,0,1,1,''
0,,0,3.67,4,0,0,0,''
0,,0,3.585,3.67,0,0,1,'3.06'
0,,37,3.223333333,2,3,3,0,'3.02'
0,15355,0,2.666666667,2.776666667,0,0,0,'2.582'
0,427,0,3,3.333333333,1,1,0,'3.27'
0,,0,3.4175,3.585,1,2,0,'3.71'
0,,0,3,4,1,1,0,''
0,-700,0,4,4,1,1,0,'3.75'
0,4164,911,1,2.5,0,4,0,''
0,,5,2.706470588,3.687058824,0,0,0,'3.63'
0,-7000,0,4,3.3325,2,2,0,'3.98'
0,,0,4,0,1,1,0,''
0,-5000,0,2.996666667,3.333333333,0,7,0,''
0,,0,4,4,0,0,0,''
0,,0,3.333333333,3.5,6,6,1,''
0,,0,0,2.333333333,0,22,0,''
0,,0,3.67,3,0,2,0,''
0,,0,3.485454545,3.692307692,0,1,0,''
0,,0,3.643571429,3.835,1,1,0,'3.37'
0,23279,443.46,3.67,3.22,0,0,1,''
0,24594,0,0,2.776666667,0,2,1,''
0,,0,3.6,4,0,1,0,''
0,-2250,158.5,0,0,3,5,1,'3.32'
0,,48,0,3.003333333,2,9,1,''
0,,0,,,0,0,0,'15.75'
0,,2242,3.33,2.537692308,0,1,0,''
0,23410,0,3.67,0,2,8,0,''
0,,0,3.665,4,1,1,1,''
0,,85,3.223333333,2.75,0,5,0,''
1,2562,3123.8,0,0.4,0,16,1,''
0,,0,,,0,0,1,''
0,,0,4,3.9175,0,7,1,''
0,,0,,,0,0,0,'3.24'
0,8913,0,1.835,3,2,5,0,'2.42'
0,,0,4,4,0,0,1,''
0,,0,2.299,2.444444444,2,3,0,'3.85'
0,,0,4,4,0,0,0,''
0,,0,4,4,0,0,1,''
0,0,0,4,4,0,2,0,''
0,,0,3.868,3.9175,0,0,1,''
0,,0,3.67,3.666666667,2,5,0,'2.80'
0,-5000,0,3.89,4,0,0,1,''
0,,50,,,0,1,1,''
0,-4500,0,3.556666667,2.553333333,0,2,0,''
0,,828,0.5,0,0,15,0,'3.5'
0,,0,4,3.793846154,0,2,0,'3.06'
0,,0,3.67,3.408888889,0,2,0,''
0,,0,2.165,3.78,0,0,0,''
0,-603,0,4,2.67,0,2,0,''
0,,0,3.89,3.665,1,1,1,'3.07'
1,,1457,2.9175,3,0,0,0,'3.04'
0,-10000,0,1.443333333,0.835,3,8,0,'2.61'
0,,0,3.78,3.89,0,1,0,'3.34'
0,,0,1.5,1,0,6,0,'3.71'
0,,0,3.835,2.5,0,1,0,''
0,,46.5,3.111111111,3.257777778,0,0,0,''
0,,0,0,2.8325,1,2,0,'3.92'
0,0,0,3,2,0,2,0,'3.33'
0,,0,3.67,3,2,2,0,''
0,,5.75,3.666363636,3.67,0,0,0,''
0,,0,3.5825,3.446666667,0,0,0,'3.74'
0,,0,3.223333333,2.223333333,1,4,0,'3.15'
0,,0,3.036666667,3.489230769,1,1,0,'3.64'
0,,175,3.585,3.585,0,0,0,'3.09'
0,,14.4,3,2.78,0,2,1,'3.13'
0,20020,0,1,3.5,0,2,1,'3.24'
1,,0,3.776666667,,0,0,0,''
0,,0,3.666666667,3.446666667,0,0,1,''
0,,0,3.858571429,4,0,0,1,''
0,2336,0,0.666666667,2.89,0,4,1,''
0,,0,4,3.89,0,0,0,'3.97'
0,,0,0,3.556666667,1,5,0,'2.99'
0,3283,0,0,2.590769231,0,0,0,'3.2'
0,,0,4,4,0,0,0,''
0,,0,0,1.896153846,1,4,1,'3.16'
0,16869,0,3.165,3.446666667,0,0,0,'3.38'
1,,1,3.334285714,3.023571429,0,0,0,'3.52'
0,6223,0,2.835,2.195294118,0,7,0,'3.37'
1,,0,4,,0,0,0,'4.0'
0,,0,3.605625,2.8625,0,0,0,'3.24'
0,,616.33,2.663333333,2.886666667,0,1,1,'2.95'
0,,0,3.3625,2.61,0,2,0,'3.05'
1,5721,1618,2.126153846,4,0,6,1,'3.09'
0,,0,2.75,2.9175,0,1,0,'2.72'
0,,50,2,2.67,0,0,0,'3.571'
0,,0,2.33,3.33,10,18,0,''
0,,0,4,4,0,1,0,''
0,,0,4,0,0,0,0,''
0,12060,0,4,4,0,0,0,''
0,,0,4,4,0,0,0,''
0,847,0,0,0,3,0,0,''
0,16862,2971.5,0,2.815555556,4,1,0,''
0,8209,406,4,4,0,0,0,''
1,,1000,0,0,0,5,1,''
0,,0,0,0,1,5,0,'3.16'
0,,0,4,4,0,3,0,''
0,4624,0,3.446666667,,0,0,0,''
0,30657,30,4,3.262222222,1,0,0,''
0,2326,0,4,0,3,4,0,''
0,,0,4,4,0,0,0,''
0,,90,1.333333333,3.335,1,4,0,''
0,,0,3.79,3.666363636,1,1,1,''
0,,0,4,3.22,1,1,0,'3.5'
0,,1160,0,2.446666667,1,12,0,''
0,0,0,2,4,0,0,0,'4.00'
0,,0,1.67,,0,10,0,'2.05'
0,,0,3.223333333,3.78,0,0,0,''
0,-14878.99,0,4,4,0,0,1,''
0,21852,697,0,3.534,1,4,0,'3.04'
0,-2655,0,1.513846154,0,0,3,0,'3.08'
0,,0,0,0.335,4,8,1,'3.1'
1,,0,3.808571429,2.556666667,0,0,0,''
0,,0,3.898461538,3.825294118,0,0,0,'3.59'
0,7033,0,0,1,2,14,0,''
0,12495,0,3.556666667,3.11,0,5,1,''
0,,0,3.553333333,3.556666667,0,1,0,''
0,0,0,4,3.835,2,4,0,'3.82'
0,,0,4,3.922352941,0,2,0,'3.64'
0,,0,3,3.1675,2,3,0,'3.938'
0,,0,1,2,1,3,1,'3.33'
0,21119,1363,3.905714286,3.556666667,0,10,1,''
0,3018,1257,3.33,3.33,0,0,0,''
1,,591,3.88,3.667333333,1,0,0,''
0,,150,3.360833333,3.18,0,1,0,'3.51'
0,11847,0,3.835,4,1,1,0,''
0,,4999,4,4,0,0,1,''
0,0,972.66,4,3.513846154,0,0,0,'3.5'
0,19224,2649.5,2.165,2.4175,1,2,0,'3.44'
0,16450,0,3.428571429,3.89,0,0,1,''
1,,5005,2.11,4,1,4,0,''
0,4690,0,1.5825,2.75,7,9,1,'2.90'
0,9819,0,3,3,1,1,1,''
0,,0,2.22,3.446666667,0,4,0,''
0,,0,4,4,0,0,0,''
0,,0,0.67,2,4,12,0,'3.94'
0,1531,0,3.67,3.11,0,8,0,'3.5'
1,0,1382.4,3.33,2.17,2,8,0,''
0,,0,2.78,2.6675,1,1,0,'2.66'
0,,0,3.501666667,3.278333333,0,0,0,'3.67'
0,,16.11,3,0,3,4,0,'2.686'
0,,21,4,0,2,14,0,''
0,16075,2275.08,3.934,3.522857143,2,3,0,'3.68'
0,3612,0,3,3.335,0,0,0,''
1,-36799.42,0,1.67,2.8325,0,0,0,'3.1'
0,,0,3.666666667,3.666666667,0,0,0,''
1,,267,3.4175,3.585,0,4,0,'3.40'
0,,0,3.9175,3.905714286,1,4,0,''
0,1788,0,3.268,3.229230769,1,0,1,''
0,,0,3.464,3.89,0,0,0,''
0,,0,2.692307692,2.922352941,0,3,0,''
0,,0,2.33,,0,0,1,''
0,10618,590.33,2.335,4,2,2,0,''
0,12545,24,3.335,3.627777778,3,3,0,'3.49'
0,28382,1481.86,3.481111111,2.165,2,9,1,''
0,7038.36,0,0,2.223333333,2,8,1,''
0,,0,3.33,3.853333333,0,0,0,'3.40'
0,,0,3.67,1.835,0,5,0,'4.0'
0,,0,4,3,0,1,0,'3.58'
0,,1,2.165,3.443333333,1,8,0,'2.02'
0,,150,4,4,0,0,0,'3.74'
0,,0,3.929285714,3.667647059,0,0,0,'3.82'
1,33881,0,3.33,2.873846154,0,1,0,'3.7'
0,9036,0,2,0.607272727,0,1,1,'2.837'
0,,0,4,4,0,0,0,''
0,,0,,,0,1,0,'2.71'
0,,0,0,2.67,4,21,0,''
0,0,0,,,0,2,1,'2.54'
1,14750,1440,2.665,3.165,0,0,0,'3.7'
0,,0,3.223333333,2.5,3,14,1,''
0,721,725,3.33,2.666666667,0,0,1,''
0,,0,3.665,4,3,4,0,'3.54'
0,16157,0,4,3.67,0,0,0,'2.91'
0,,0,3.67,3.334166667,0,0,1,'3.58'
0,,50,3.67,3.3325,0,2,1,'3.14'
0,,0,2.25,2.5825,0,0,1,'3.36'
0,,0,2.667692308,2.819230769,0,0,0,'3.66'
0,,0,2.514615385,2.486153846,0,4,0,'3.13'
0,,0,3.474210526,3,0,0,0,''
1,,7649,3.443333333,2.901176471,0,3,0,'3.33'
0,,1476,3.835,4,0,0,0,''
0,4478,0,4,3.666666667,1,1,0,''
1,,0,0,0,1,17,0,''
0,,0,0,3.446666667,4,10,1,'1.68'
0,4050,0,4,3.67,2,2,0,'3.5'
0,,0,3.89,4,0,2,0,'2.42'
0,9138,0,0.835,4,3,5,0,'2.87'
0,,20.3,3.78,3.776666667,0,0,0,''
0,4347,0,4,4,0,0,0,'3.71'
0,,0,3.78,4,0,2,0,''
0,,562.66,4,3.835,0,0,0,''
0,,0,4,,0,0,0,''
0,,0,2,1.915,1,2,0,''
0,0,0,3.66625,3.898461538,0,0,0,''
0,,0,4,3.808571429,1,2,0,''
1,-4778,1992,2.165,3.898461538,0,1,1,''
0,,0,3.868,3.78,0,2,1,'2.91'
0,,85,3.665,4,0,8,0,''
0,,100,0,,0,5,1,''
0,,0,3.702222222,3.853333333,0,0,0,''
0,,0,3.188571429,3.67,0,0,1,''
0,13428,419.66,4,4,0,0,0,''
0,,0,3,3.665,1,1,1,''
0,0,0,3.67,2.75,0,0,1,'2.47'
0,,0,3.556666667,3.25,1,4,0,''
0,,0,4,3.67,0,0,1,''
0,0,30,4,3.223333333,0,0,0,'3.72'
0,,0,4,3.898461538,0,0,0,'3.74'
0,,0,2.584166667,3.466666667,0,0,0,'3.02'
0,,0,3.354,3.2,0,0,1,'3.298'
0,,0,2.436923077,2.927777778,3,2,0,'3.38'
0,2556,0,3.902941176,4,0,0,0,'3.79'
1,22003,1625.95,3.268,3.67,0,1,0,'2.70'
0,6326,662.66,4,4,0,0,0,''
0,,0,0,4,4,5,0,'3.23'
0,,0,0.89,1.333333333,0,5,0,'2.91'
0,27245,870.5,4,4,0,5,0,''
0,,0,0.665,0.977692308,0,9,1,''
0,,0,3.165,3.332,2,3,0,''
0,,0,0,0,0,1,0,'2.9'
0,,0,2.563076923,3.716923077,0,2,0,'3.45'
0,,0,3.223333333,2.886666667,0,0,0,'3.32'
0,,0,2.556666667,2.446666667,0,0,1,'3.01'
0,11155,0,3.665,3.702222222,2,3,1,'0'
0,,0,3.039375,2.775333333,0,3,1,'2.42'
0,,0,4,4,0,0,0,''
0,,0,,,0,0,1,'4.0'
0,,150,3.912,4,0,0,0,'3.49'
0,,0,0.223333333,2.11,0,5,1,'2.71'
0,,0,3.9175,3.7525,0,0,0,'3.85'
0,,2.15,3.777777778,4,0,0,0,'3.95'
0,,0,3.113333333,3.333333333,0,0,0,'2.7'
0,6182,131.5,4,4,3,2,0,''
1,,3429,2,3.443333333,0,7,0,'3.9'
0,10369,725,,,0,0,0,''
0,,0,2.92,2.428571429,0,1,0,'3.16'
0,,0,4,4,0,0,0,''
0,,0,,,0,0,1,''
0,,0,4,3.89,4,4,0,''
0,14133,0,0,3.67,1,4,0,''
0,,0,3.905714286,3.690714286,0,0,0,'3.85'
0,,0,3.434615385,1.870769231,0,1,0,'3.60'
0,,0,2.884117647,3.231538462,0,0,0,'3.0754'
0,14129,0,4,4,0,0,0,''
0,18596,874.66,2.663333333,2,3,3,1,'3.50'
1,,0,0,0,0,6,1,'3.18'
0,,30,1.816666667,2.372222222,1,2,1,'2.89'
0,,0,4,0,4,4,0,''
0,10178,0,4,4,0,0,1,'3.83'
0,,0,,,0,0,1,''
0,0,0,2,3,1,0,0,''
0,,0,4,2,0,0,0,''
0,,0,4,4,0,0,0,''
0,,0,4,4,0,0,0,''
0,7996,0,3.468,3,0,1,0,''
0,,0,2.097142857,2.165,5,12,0,''
0,7937,0,4,3.898461538,0,0,0,'4.00'
0,,0,3.443333333,3.78,0,0,0,''
