REG_HOLD_RISK,FM_UNMET_NEED,CURRENT_BALANCE,LAST_GPA,PREV_GPA,WI_GRADE_COUNT,DFW_GRADE_COUNT,FIRST_GENERATION_RISK,HIGH_SCHOOL_GPA
0,1248,0,0.665,1.67,0,1,0,'2.96'
0,,671.66,4,4,0,0,0,'3.07'
0,,0,2.335,2.886666667,1,6,0,''
0,0,0,0,2.751666667,0,0,0,'2.943'
0,,0,3.22,2.89,0,0,1,'3.15'
0,,0,2.8,4,1,2,1,''
0,,0,3.67,3.443333333,0,2,0,''
0,,0,3.556666667,3.556666667,0,4,1,''
0,,50,,,0,4,1,'2.82'
0,1473,0,3.333333333,3.33,0,0,0,'2.64'
0,,0,1.5,3.6675,1,6,0,''
0,,0,4,3.67,0,0,0,''
0,-1000,1115.5,2.33,3.5,3,5,0,'2.8'
0,17348,0,4,3.11,0,0,1,'3.69'
0,,0,3.000769231,3.333333333,0,0,0,'2.88'
0,,1045.86,3.6,2.585,5,10,0,''
0,,0,,,0,0,0,''
0,,50,4,4,0,0,0,'3.52'
0,,0,1.446666667,0.223333333,1,11,1,'3.13'
0,,0,,,0,8,1,''
0,,0,3.89,3.5,0,0,1,'3.79'
0,-2387,0,4,,0,0,1,'3.280'
0,,0,3.22,3.33,0,0,1,''
0,,0,3.223333333,3.333333333,0,0,0,'3.07'
0,5854,0,4,0,4,4,1,''
0,0,0,,,0,0,0,''
0,,0,1.666666667,1.835,13,17,1,''
0,,0,3.5,1.427142857,6,15,0,''
0,,0,3.930526316,3.95875,0,2,0,''
1,,2330,1.665,2.556666667,6,18,0,''
0,5228,315.53,4,4,1,0,0,'2.70'
0,0,0,1.776666667,1.556666667,0,13,0,''
0,0,0,3.223333333,2.5825,2,8,0,'2.57'
0,4460,0,3,2,10,10,0,''
0,,0,3.67,2.78,0,1,0,'3.29'
0,,0,,,0,0,1,''
0,,0,0,4,2,6,0,''
0,,0,3.165,3.67,0,5,0,''
0,,1,3.486153846,3.181538462,2,3,1,''
0,,0,3.835,4,0,0,0,'3.0196'
0,,0,4,4,0,0,0,''
1,,0,2.188571429,,0,1,0,'3.3333'
0,,0,3.556666667,3.666666667,3,5,0,''
0,,0,4,3.665,0,0,0,''
0,,0,2.553333333,2.665,0,2,1,'3.44'
0,2556,76.66,0,3.225,1,5,1,'2.537'
0,5411,0,3.33,3.17,0,1,1,''
0,,0,1.89,2.556666667,0,3,0,'2.64'
0,12913,854.8,3,3.261111111,0,5,0,'3.06'
1,,48,0,3.835,10,17,0,''
0,,0,3.617142857,3.333333333,0,0,1,''
0,0,0,4,4,0,0,0,'2.92'
0,8112,0,4,4,0,0,1,'4.00'
0,12491.05,12,2.555555556,2.185555556,7,11,0,''
0,14299,0,4,3.5,0,0,1,''
0,-410,587.73,2,2.556666667,4,10,0,'2.94'
0,10779,0,4,3.714285714,3,4,0,''
1,4206,2655,3,3.704444444,0,0,0,'2.96'
0,1223,0,3.333333333,3.454545455,6,7,0,'3.12'
0,,41.6,2.571428571,3.89,0,2,0,'3.50'
0,1371,0,4,4,0,0,0,'3.79'
0,,0,0,1.665,1,5,0,'2.72'
0,,221.5,3.78,2.905714286,0,1,1,''
0,,0,,,0,3,0,'2.780'
1,11929,21,2.476428571,2.409230769,0,12,1,'2.98'
0,13403,0,3.6,2.89,0,0,1,'3.436'
0,2893,0,2.67,2.873846154,0,2,0,'3.8'
0,13318,0,4,4,0,0,1,''
0,5047,24,0,1.67,4,10,0,'3.92'
0,,0,1.665,2.776666667,0,4,0,''
0,,50,3.853333333,3.03875,0,1,1,'3.49'
0,,0,3.11,1.336666667,0,6,0,'3.68'
0,2915,0,4,3.667142857,0,0,0,'3.89'
0,,0,0.666666667,3.223333333,0,9,0,''
1,,821,2.667142857,3.556666667,2,4,1,'3.62'
0,15831,0,0,4,0,0,0,'3.76'
0,,156,2.223333333,2.443333333,0,3,1,'3.60'
0,,0,4,3.223333333,0,0,1,'3.88'
0,,0,1.89,3.048571429,0,4,0,''
0,,160,0,3.11,2,4,0,'3.30'
0,1108,0,3.67,3.665,0,2,0,'3.37'
0,,0,3,3,0,6,0,''
0,-1500,0,3,3.11,1,9,0,''
0,,0,3.67,4,1,1,0,'3.71'
0,0,0,0,2.11,6,7,1,''
0,1042,0,4,4,0,0,1,''
0,18394,1083.33,4,3.446666667,0,0,0,'3.41'
0,,0,3.78,3.223333333,0,0,1,''
0,,0,3.5,3.223333333,1,1,1,'3.56'
0,0,611.73,0,3.572857143,0,0,0,'3.84'
1,,1521.15,4,4,0,0,0,'3.13'
0,5464.1,204,4,3.333333333,0,0,1,'3.47'
0,,1035.66,3,3.666666667,0,1,0,'2.76'
0,2974,146.83,4,3.443333333,2,7,0,''
0,,35,3.553333333,4,0,0,1,'3.7'
0,8770,0,3.333333333,3,0,0,1,'3.1'
0,15779,0,3.522857143,2.666666667,2,5,1,'3.10'
0,16890,543.4,4,4,0,0,1,'2.341'
0,1452,0,4,4,0,0,1,''
0,9592,0,2.5,2.443333333,3,7,1,'3.43'
0,-13339,25,3.853333333,4,0,0,0,''
0,0,1713.66,4,3.868,1,0,1,''
0,,0,3.165,3.776666667,0,0,0,''
0,,0,2.556666667,3.085,0,0,0,'3.17'
0,-6000,1261,0,2.89,0,0,0,'3.34'
0,3611,0,4,0,4,14,0,''
0,11847,0,0,2.665,2,6,1,'3.46'
0,16813,399.73,3.5,2.33,0,0,0,''
0,,0,3.67,4,0,0,0,''
0,,0,3.938125,3.8325,0,0,1,'3.65'
0,,0,3.555555556,3.372222222,0,1,0,'2.962'
0,,0,3.555555556,3.702222222,0,0,0,''
0,,0,3,1.835,0,0,1,'3.85'
0,-531,0,1.33,2.905714286,2,4,1,''
0,-17237,0,0,1.285714286,1,9,0,'3.12'
0,,0,3.639166667,3.821333333,0,0,0,'3.98'
1,0,3112,3.165,2.113333333,0,6,0,''
0,,0,3.1675,3.333333333,1,1,1,''
0,,0,2.666666667,2.556666667,1,2,1,'3.34'
0,,0,3.556666667,3.67,0,1,0,''
0,,0,3.335,2.335,0,9,0,'3.64'
0,,0,0,0,1,9,0,''
0,,0,,,0,0,0,''
0,14014.8,777.5,0,4,1,6,1,''
0,,120.5,4,3.858571429,0,0,0,'3.92'
0,1725,14,4,3.085,1,3,1,'3.33'
0,11257,609.33,3.835,3.11,0,1,0,'3.71'
1,,0,1.335,2.113333333,1,15,0,''
0,16379,610,,,0,0,0,''
0,10791,0,4,3.89,0,0,1,'3.68'
0,,0,3.11,4,0,0,1,''
0,429,0,3.835,3.297777778,1,3,0,''
0,12981,0,4,,0,0,0,''
0,,0,4,4,0,0,0,''
0,,0,3,0,1,0,0,''
0,,0,3.223333333,2.0825,0,16,1,'3.13'
0,-1500,1555.33,3.665,1.4175,0,5,0,'4.0'
0,,0,3.835,3.17,2,0,1,'3.59'
0,-441,0,2,2.165,2,8,0,'2.8'
0,,0,1,2,2,7,1,'3.12'
0,,1,3.858571429,3.475714286,0,0,0,'3.93'
0,,1,3.666666667,2.668571429,0,0,0,'3.56'
0,,0,0,0,1,11,1,''
1,,24,0,1.538461538,2,9,0,''
0,1476,0,0,1,1,3,1,'3.26'
0,,0,0,2.335,2,2,1,'3.64'
1,13743,1076.6,0,3.704444444,6,9,0,''
0,-4785,470,0.9175,4,0,1,0,''
0,,0,2.819230769,3.384615385,0,0,0,''
0,,0,4,4,0,1,1,'3.176'
0,,0,2.868,3.6675,0,1,1,'2.26'
0,,0,3.230769231,2.565384615,1,1,0,'3.80'
0,,0,2.666666667,2.666666667,0,1,1,'3.98'
0,,0,3.427142857,3.066,0,0,1,'2.53'
0,,0,2.83,2.095714286,1,6,0,'3.39'
0,,0,4,3.89,0,4,1,''
1,26243,863,2,2.111666667,0,10,0,''
0,10881,741.33,3.39,3.667,1,2,0,'2.41'
0,,0,,,0,0,0,'3.5'
0,,0,2.665,2,0,7,0,''
0,490,0,4,4,0,0,1,''
0,9975,0,4,3.9175,0,6,0,'2.10'
0,,0,3.5,2.666666667,0,5,0,'3.35'
0,4303,0,3.335,3.5,2,6,0,''
0,9348.8,0,3.67,3.89,0,0,0,''
0,1613,325.53,0,1.5,4,13,0,'1.85'
0,,0,3.126923077,3.178461538,0,3,0,'3.65'
0,27513,433.66,4,4,0,9,0,''
0,14351,135.53,3.67,3.666666667,0,0,0,'3.16'
0,,0,3.666666667,3.443333333,0,0,0,''
0,,0,3.714285714,3.78,0,0,0,''
0,,0,2.335,2.776666667,0,3,1,'2.97'
0,,0,3.5,3.665,3,3,0,'3.94'
0,,0,3.67,3.165,3,12,0,'2.52'
0,12262,0,3.33,3.428571429,0,1,0,'3.01'
1,22019,406,1.67,3.333333333,4,10,0,'3.20'
0,7372,0,1.5,3,0,1,1,''
0,,0,3.835,3.905714286,0,2,0,''
0,,0,4,3.67,0,0,0,''
0,,0,3.67,3.335,0,0,1,''
0,10210,0,0,2,4,8,0,'3.43'
0,,0,4,3.868,0,0,0,'3.03'
0,,0,3.333333333,2.715714286,0,1,0,'3.16'
0,6488.52,0,,,0,0,0,''
0,,0,2.835,1.165,5,7,0,'3.19'
0,17712,1,3.89,3.223333333,3,5,1,'3.17'
0,11481,0,3.665,3.11,3,9,0,'3.2'
0,,0,3.165,3,0,0,0,''
0,4805,0,1.89,4,2,11,0,''
0,8484,0,4,3.024615385,5,8,1,'2.70'
0,0,0,4,3.33,0,0,1,'3.21'
1,,3.05,0,0,5,15,0,'3.61'
0,,0,4,3.555555556,0,2,1,'2.95'
0,,0,3.666666667,4,0,2,1,'2.94'
0,0,0,4,3.165,0,2,0,'3.08'
0,,0,2.776666667,3.223333333,0,1,0,'2.85'
0,-6000,0,3.714285714,3.67,2,2,0,'3.04'
1,18091,3016,2.598,2.003333333,0,0,1,'2.88'
0,,536.37,3.835,4,0,0,0,'3.92'
0,,0,3.67,3.6,1,1,1,''
0,10656,0,1.924444444,2,0,3,0,''
0,-3800,0,3.853333333,,0,0,0,'3.76'
0,0,0,4,2.835,0,1,0,'2.58'
0,,0,3.668333333,3.739285714,0,1,1,''
0,,0,3.666666667,3.443333333,0,2,1,'3.25'
0,,0,1.666666667,2.666666667,1,2,0,'3.51'
1,4881,21,0,2.446666667,0,1,0,'3.10'
0,,0,3.665,3.333333333,0,5,0,'2.83'
0,1528,0,4,3.835,0,2,0,'3.0'
0,,0,4,4,0,0,0,''
0,0,0,2.5,2.443333333,0,7,0,''
0,14771,0,3.67,3.898461538,0,1,1,''
0,,13,4,0,1,2,0,'3.78'
1,0,1223,4,4,0,4,0,''
0,,0,3.732,3.585,2,12,1,''
0,,0,3.776666667,3.541875,0,3,1,'3.56'
0,6892,0,4,,0,0,0,''
0,,0,3.534,3.335,0,8,1,'3.33'
0,,0,0,4,0,0,0,''
0,1785.66,0,3.33,2.83,0,6,0,'2.51'
0,,0,4,4,0,1,1,''
0,,0,2.83,3.335,0,1,0,'3.68'
0,17019,0,1.67,2.443333333,2,6,0,'3.00'
0,,0,3.666666667,3.546363636,0,0,0,''
0,,0,3.67,4,0,0,0,''
0,,570,3.776666667,3.835,0,3,0,'3.0'
1,,6681,1.606363636,1.835,1,8,1,'3.82'
0,3538,0,3.1675,3.9175,4,4,1,''
0,,0,2.83,2.333333333,1,3,1,'3.0093'
1,-17550.8,0,0,4,0,0,0,'4.00'
1,,0.25,1.443333333,3.5,0,2,1,'3.27'
1,-10389.4,0,0,3,0,0,0,'3.55'
0,,0,3.764285714,3.553333333,0,1,0,'3.45'
0,0,1449.66,0,4,0,0,0,''
0,,0,3.702222222,4,0,0,0,''
0,,0,1.67,4,0,4,1,''
0,,0,4,3.636363636,1,1,0,''
0,9612,0,3.335,3.665,0,0,1,'3.0'
0,,0,4,4,0,0,0,''
0,,0,3.89,3.408888889,2,2,0,'3.10'
0,4052,0,2.665,3.223333333,0,1,1,''
0,,0,4,4,0,0,0,''
0,,0,3.67,3.78,0,0,0,''
0,,1074.33,2.11,2.666666667,4,7,0,'2.33'
0,,0,0,0,10,19,0,'3.00'
1,10390,201.08,0.5,2.67,6,9,0,'3.35'
0,,0,3.446666667,1.744615385,0,0,0,'3.81'
0,,0,2.715714286,3.443333333,1,7,0,'3.26'
0,2229,0,4,3.692307692,0,0,0,'3.10'
0,5374,0,0,3.665,3,6,0,'3.08'
0,,0,4,4,0,0,0,''
0,,0,4,4,0,0,0,''
0,,0,2.141428571,1.78,0,8,1,'2.74'
0,5348,0,4,3.335,0,2,1,''
0,,0,3.333333333,3.443333333,0,1,1,'3.39'
0,1488,0,3.665,2.335,0,4,1,''
0,,0,3,3,1,3,0,'3.91'
0,0,0,3.33,3.556666667,4,8,0,'2.69'
0,2506,627.66,3.5,4,0,0,0,''
0,,0,4,0,0,0,0,''
0,0,0,3.5,3.665,1,2,0,'3.25'
0,4544,0,3.858571429,3.67,0,1,1,'2.38'
0,16713,562.66,3.165,3,3,5,1,'3.15'
0,5030,0,2.33,3.868,0,2,1,''
0,6831,381.5,3.67,1.835,0,12,1,'2.833'
0,14505,0,3.333333333,2.886666667,0,2,0,'2.691'
0,,0,3.33,3.17,1,1,0,'4.0'
1,,2471,0,4,0,3,1,''
0,6860,0,3,3.665,1,1,0,''
0,,0,4,4,0,0,0,'3.73'
0,,0,3.793846154,3.845384615,0,0,0,''
1,,1943,4,4,0,0,1,''
0,,0,2.665,2.886666667,0,3,0,'2.76'
0,0,808.66,3.33,3.0825,9,9,0,'3.07'
0,,0,3,3.46,1,3,0,'3.12'
0,,0,,,0,0,0,'3.58'
0,15898,0,4,0,0,0,0,'3.06'
0,,0,4,4,0,0,0,''
0,0,0,4,4,0,0,0,'3.91'
0,,0,1.776666667,2.113333333,1,7,1,''
0,7151,0,1,2.67,6,15,0,''
0,,0,1.886666667,3.556666667,0,2,0,'3.69'
0,17204,757.73,3.5,2.8325,0,0,0,''
0,,0,,,0,1,0,'3.25'
1,,170.4,3.223333333,2.333333333,0,4,0,'3.18'
0,19742.8,0,4,3.590769231,0,0,0,''
0,,0,2.665,3.665,0,0,1,''
0,17033.8,536.33,4,3.89,0,1,0,''
0,,46.23,3.33,3.22,1,1,1,'3.31'
0,10799,0,3.555555556,4,4,10,0,''
0,2769,0,2.67,4,8,9,0,''
0,,0,0,2.67,0,5,1,''
0,,0,4,3.89,0,0,1,'3.57'
0,0,1651.8,,,0,0,0,'3.038'
1,7703,1359,3.165,3.165,0,0,0,''
1,,2611,2.665,2.7475,3,2,1,'3.639'
0,2770,0,3.521428571,3.223333333,6,9,0,''
0,,0,0.7525,2.665,1,3,0,''
0,9976.86,0,2.335,1.666666667,0,8,0,'3.16'
0,,0,,,0,0,0,'4.65'
0,,0,2.444444444,3.085,1,3,0,''
0,,110,,,0,0,0,'3.18'
0,6029,0,3.113333333,2.5,1,1,0,'2.99'
0,,297,2.67,0,1,13,0,''
0,,200,0,0,0,6,1,'3.00'
0,2811,75,3,2.666666667,2,6,0,'3.04'
0,0,0,4,,0,0,0,''
0,,0,0,3.5,4,7,0,''
0,,0,4,4,0,0,0,''
0,10779,0,3.165,3.0025,1,2,0,'2.57'
0,,0,0,3,3,16,0,'3.22'
0,,944.83,4,4,0,0,0,''
0,,0,4,4,0,0,0,''
0,9879,0,4,3.982631579,0,0,1,'3.81'
0,,75,2,2.286666667,6,8,0,'3.42'
0,,0,3.522857143,4,0,0,0,'4.0'
0,0,0,0.665,0,0,4,0,'3.68'
0,,0,2.556666667,3.712857143,2,2,1,''
0,,0,0,2,6,14,0,'2.76'
0,,0,3.33,,1,1,0,''
0,,0,2.223333333,2.3325,0,2,0,''
0,,0,,,0,2,0,'3.234'
0,,0,,,0,0,0,''
1,21974,220,0,3.822666667,1,6,0,''
0,0,0,2.932,2.668,0,2,1,'3.55'
0,,0,,,0,0,1,''
0,,0,3.67,,0,2,0,''
1,,3235.6,3.402,3.223333333,0,1,0,'3.27'
0,,0,4,3.5825,0,0,1,'3.74'
0,,1.7,3.223333333,3.406666667,0,2,0,'2.86'
0,8105,0,4,3.89,0,0,0,''
0,,0,4,4,0,0,0,''
0,0,0,3.565384615,3.816666667,0,0,0,'3.357'
0,,0,4,3,0,2,0,'3.28'
0,,0,3.67,3,0,0,1,'3.15'
0,,0,2.38,3.585,0,5,0,'3.85'
0,,0,2.951428571,2.095714286,0,3,0,'2.9'
0,,0,4,4,0,0,0,''
0,,0,3.33,2.052307692,0,1,1,'3.65'
0,,50,3.746666667,4,0,0,1,'4.029'
0,,0,4,4,0,0,0,''
0,,0,4,4,0,0,0,''
0,,254.33,1.33,2.67,0,5,1,'3.18'
0,-14761.33,794.66,0,3.556666667,0,0,0,'3.52'
1,-5500,3336,4,4,0,1,0,'3.18'
0,,0,4,3.640769231,1,5,1,'2.96'
0,8363,0,3.553333333,3.335,0,1,0,'3.74'
0,,0,3.9175,4,0,0,0,'3.58'
0,,0,3.89,3.853333333,0,0,0,''
0,,0,0,4,1,1,0,'3.57'
0,,0,0,3,2,11,1,''
1,,0,0.333333333,2,0,11,0,'3.46'
0,,0,3.8325,3.8325,0,0,0,'3.11'
0,,0,3.666666667,3.666666667,0,0,0,''
0,-6992,0,4,3.333333333,0,0,1,'3.58'
0,,0,1.17,4,2,9,0,'2.84'
0,3240.6,0,4,3.614615385,0,2,0,''
0,3068,0,2.89,,0,1,1,'3.85'
0,4155,0,3.89,,0,2,0,'3.46'
0,,1486.87,3.67,3,4,10,0,''
0,5758,0,2.89,4,4,11,1,'2.7'
0,6219,1741.5,3.666666667,3.666666667,1,3,1,'3.28'
1,0,0,0,3.67,2,4,0,''
0,3384,0,3.802,3.95875,0,0,0,'3.79'
0,,0,4,3.816666667,0,1,0,'3.09'
0,,0,2.9175,3.33,0,2,1,''
0,,0,4,3.866,0,0,0,'4.0'
0,,0,3.67,4,0,1,0,'2.97'
0,-11313,258.33,0,3.17,0,0,0,''
0,,0,4,4,0,0,0,'2.55'
0,,0,3.89,3.223333333,0,0,0,'3.15'
1,,1662.85,0,2.532,1,3,0,''
0,0,872.66,4,4,0,0,0,''
0,,0,4,3.76,0,0,0,''
0,4914,0,4,4,0,20,0,'3.08'
0,8504,0,0.835,3.11,1,2,1,'3.528'
1,,1846,0,3.165,9,16,0,''
0,0,160,2.335,3,0,0,0,'2.98'
0,,0,3.7525,2.474285714,0,5,0,'3.96'
0,,0,3.835,3.614615385,5,11,1,'3.39'
0,,0,3.5825,3.4175,0,4,0,'3.34'
0,,0,3,3.89,2,12,0,''
0,0,406.66,0,3,0,5,1,'3.61'
0,2661,253.3,1.33,2.556666667,0,10,1,''
0,,0,2.443333333,2.67,3,5,0,'3.47'
0,,0,3.857857143,3.911333333,0,0,1,'2.73'
1,,1076.6,0,3.235714286,0,0,0,'3.04'
0,0,0,3.2525,3.223333333,1,4,0,'3.13'
0,,0,3.165,3.590769231,0,1,1,'3.76'
0,0,0,3.165,2.835,3,5,0,'3.18'
0,,0,3.223333333,1.553333333,0,15,0,''
0,2841,288.23,2.5,2.666666667,1,5,0,''
0,20277,0,3.5,4,0,0,0,''
0,,0,0,3.67,2,0,0,''
0,,46.36,3.382857143,4,1,3,1,''
0,,0,3.666666667,3.666666667,0,6,0,''
1,,300,0,0,11,12,0,'4.0'
0,0,0,4,4,0,0,0,'4.0'
0,,0,3.89,4,1,2,0,'3.19'
0,,0,0,4,2,1,1,'0'
0,-911,0,4,3.777777778,1,7,1,'3.16'
0,-2676,0,4,4,0,0,0,''
0,,0,0,3.556666667,4,5,1,'3.04'
0,,0,3.692307692,3.283076923,0,0,1,'3.63'
0,,0,4,4,0,0,0,''
0,,0,4,0,0,0,0,''
0,,510.66,4,4,0,0,0,''
0,,0,4,3.776666667,0,0,0,''
1,,743,1.67,1.62,1,11,0,''
0,2875,0,3.732,1.67,2,2,1,'3.56'
0,,1.45,3.868,3.732,3,3,0,''
0,3607,0,3.835,2.67,7,11,0,'3.36'
0,,0,4,3.146666667,3,4,0,''
0,,0,2.5,2.886666667,0,1,1,''
0,,0,3.88,3.692307692,3,3,0,''
0,5847,0,0,2.67,0,2,0,''
0,,0,3.776666667,3.223333333,1,1,0,'3.85'
0,,0,3.9175,3.75,0,0,0,'3.79'
0,17461,647.33,3.335,2.666666667,0,0,1,'3.12'
0,,0,3.9175,3.585,0,1,1,'3.73'
0,,0,3.67,3.5,0,0,0,''
0,162,0,3.666666667,4,1,0,0,'3.95'
0,,0,3.578181818,3.665,0,0,1,'3.58'
1,27713,7356,1,2.75,1,2,0,'2.7'
0,,0,1.877272727,1,0,5,0,'3.47'
0,,0,3.776666667,3.75,0,0,1,'3.5'
0,,0,3.066,4,0,3,1,'3.30'
0,,0,4,2.284285714,1,2,1,'3.74'
0,17590,0,3.776666667,3.89,0,5,0,'3.71'
0,,0,4,3.88,0,0,0,''
0,,0,3.89,3.89,0,0,1,'4.0'
0,,0,0,3.443333333,1,4,1,'3.0'
0,6223,1210.4,2.222222222,1.8,4,13,0,'2.79'
0,4468,0,3.89,3.905714286,0,0,1,'3.54'
0,,0,,,0,1,0,'3.70'
1,,450,0,0,0,3,1,''
0,-24242,0,3.67,3.165,0,0,0,'3.82'
0,,0,2.67,3.33,1,5,0,'3.25'
0,,0,3.6675,4,0,0,0,'3.27'
0,5446,284.2,0,3.912,0,0,0,'3.74'
0,,0,0,0.444444444,0,6,0,'3.36'
1,-47,0,0,4,0,0,1,'3.55'
0,,0,3.223333333,3.585,0,1,0,'3.39'
0,,0,3.45875,3.333333333,1,1,0,'3.31'
0,,250,,,0,0,1,''
1,,596,4,3,0,0,0,''
0,,0,4,3.665,0,0,0,''
0,,0,,,0,0,0,'4.00'
0,,0,2.026923077,2.566153846,0,3,1,'4.00'
0,,0,3.335,3,0,0,0,'3.72'
0,,0,4,3.89,0,0,0,'3.87'
0,,0,4,4,0,0,1,'4.0'
0,,0,3.335,2.67,5,12,1,''
0,,0,1.6,3.704444444,0,10,1,''
0,2268,0,3.335,,0,1,1,''
0,,0,0,,0,0,1,'3.94'
0,,1.4,4,0,1,1,0,''
0,,0,0,3.665,2,6,1,'3.12'
0,5397,0,,,0,0,0,''
0,,0,2.615384615,2.939090909,1,14,0,''
0,,0,2.78,3.665,1,3,0,'3.48'
0,,0,3.556666667,3.428571429,0,1,0,'3.61'
0,,0,4,3.42,1,1,0,'3.76'
0,,0,3.858571429,3.33,0,0,0,'3.85'
0,-3000,0,3,3.556666667,0,0,0,'3.22'
0,0,398.3,3.5025,2.835,0,4,0,'3.11'
0,,21,2.665,3.5,2,2,0,'3.32'
0,4478,255.66,3.335,1.5,8,23,1,''
0,,0,0,0,0,28,0,''
0,,0,2.8,1.333333333,0,5,1,'3.1'
0,,0,3.28,2.663333333,10,11,0,'2.86'
0,-15896,0,4,3.9175,0,0,1,'3.74'
0,,0,0.556666667,0,5,13,0,'3.36'
0,1989,0,4,1.666666667,0,5,0,''
0,,0,3.4975,3.665,0,4,1,''
0,,0,,,0,0,0,''
0,,0,4,4,0,0,0,''
0,,0,3,3.714285714,2,4,0,'3.60'
0,4855.5,-1355,4,4,2,3,0,''
1,,4943.25,3.67,3,4,10,0,''
0,,0,4,3.853333333,0,0,1,'3.14'
0,,0,4,4,8,33,0,'3.81'
0,0,0,2,3.278333333,2,6,0,'3.07'
0,,0,3.665,3.665,0,0,0,''
0,,0,0,2.67,1,3,0,'2.76'
0,,0,2.666666667,3,0,8,0,''
0,,0,3.666666667,3.443333333,0,0,0,'2.880'
0,1223,0,2.33,1.538461538,2,2,0,'3.72'
1,16508.8,165,3.67,3.556666667,0,1,1,''
0,15476,0,3,3.666666667,0,0,1,''
0,1533,0,2.666666667,,0,0,1,'3.750'
0,,50,,,0,0,1,'3.60'
0,18851,0,3,2.666666667,0,0,0,''
0,,0,4,4,0,0,1,'3.22'
0,,0,2.67,2,0,2,1,''
0,,0,2.868,2.866,0,0,1,''
0,16566,185,3.858571429,3.665,1,3,0,''
0,,0,3.89,3.5,0,0,1,''
0,,0,2.11,1.776666667,2,4,1,'2.96'
0,,0,3.6675,2.9175,0,0,0,''
0,,0,4,3.89,0,0,1,''
0,8729,410.66,4,4,0,5,0,'3.41'
0,,0,,,0,0,1,''
0,0,0,3.776666667,1.446666667,1,5,0,'2.9815'
0,14647,0,1,2.511538462,0,2,1,''
0,,0,2.835,3.165,0,9,0,'2.58'
0,20405,0,4,4,0,5,1,'3.47'
0,,0,3.553333333,3.333333333,4,3,0,''
0,0,681.06,3.835,3.178461538,0,1,0,'3.0'
0,,0,3.942608696,3.796923077,3,3,1,'2.18'
1,0,2739,0,2.33,0,10,0,''
0,,0,0,4,4,15,0,''
1,,124,3.6,2.38,1,7,1,''
0,,0,3.333333333,3.223333333,1,2,0,'3.38'
0,,0,2.5,1.67,3,5,1,'2.03'
0,,0,0,4,1,3,0,''
0,6228,0,2.67,0.89,3,14,1,'2.5'
0,,0,,,0,0,0,''
1,,1834.62,0,1.665,6,18,1,''
0,5074,325.53,0,2.89,0,0,0,'3.59'
0,,0,2.762857143,3.238571429,0,2,0,'2.98'
0,18312.46,0,3.67,3.835,0,0,0,''
0,,0,3.33,4,0,1,0,'3.23'
0,2511,0,3.5,1.5,0,10,1,''
0,,0,,,0,0,0,''
1,,0,3.11,3,0,5,0,'2.37'
0,,0,3.5,,0,0,1,'2.250'
0,,460,4,3.9175,2,10,0,'2.98'
0,,0,3.33,3.665,0,0,0,''
0,0,0,,,0,0,1,'2.46'
1,8752.6,613,3,4,0,2,1,''
0,,0,0,3.33,0,0,0,'3.15'
0,,0,2.67,2.776666667,0,7,1,''
1,,3737.88,0,3,2,2,0,''
0,15568.5,0,2,3,1,2,1,''
0,5434,286.33,2.835,2.8,1,5,1,'2.08'
0,,0,0,3.67,6,11,0,''
0,,0,2.835,3.333333333,0,6,1,''
0,,0,4,4,0,0,0,''
0,7122,178.67,4,3.665,0,0,0,''
0,,0,3.333333333,4,0,0,0,''
1,-5333,4736,3.17,2.666666667,0,2,0,'3.0'
0,,0,3.113333333,2.89,1,6,0,'2.63'
0,,0,4,3.776666667,0,0,0,'3.91'
0,-830,0,0.665,0,0,4,1,'3.04'
0,,0,3.5,3.75,0,1,0,'2.80'
0,,0,3.905714286,3.665,1,1,0,'3.72'
0,,0,4,2,0,0,0,'3.8'
0,,0,3.223333333,3.415,0,1,0,''
0,,0,0,2,1,12,1,''
0,,0,2.5,2.406428571,0,9,0,''
0,,0,3.714285714,2.835,0,0,0,'3.54'
0,,0,4,3.333333333,0,1,0,'3.39'
0,0,0,4,3.445555556,0,0,0,'3.8'
0,-6500,1973,0,2.89,1,1,0,'3.66'
1,,495,0,4,0,18,1,''
0,,0,3.75,3.806842105,0,0,0,''
1,3357,1003,0,0.67,1,11,1,'2.61'
0,,2,3.204615385,1.89,0,3,0,'3.67'
0,,0,4,3.335,0,4,1,'3.75'
0,-14100,0,4,3.776666667,3,4,0,'3.29'
0,,0,3.335,3.6675,0,1,0,'3.08'
0,,0,3.808571429,3.855625,0,0,1,''
0,-450,0,3.335,3.178461538,1,1,0,'3.47'
0,13239,0,2.802,3,0,0,1,'3.09'
0,,0,3,1.666666667,0,1,1,'3.44'
0,0,1.35,2.33,3.665,1,2,1,'2.53'
0,,20,3.025384615,3,0,1,0,'3.18'
0,,0,4,4,0,0,0,''
0,,0,1.665,3.33,4,5,1,'3.23'
0,738,-435,,,0,4,0,'3.019'
0,12015,160,2.5,2.4,1,2,1,''
0,15332,253.8,4,3.335,1,2,0,'3.9'
0,,0,4,4,0,0,1,''
0,,0,3.640769231,4,0,0,0,'3.14'
0,,0,3.835,4,0,1,0,'3.46'
0,,0,0,4,7,11,0,'3.47'
0,14379,0,4,4,0,0,0,''
0,7462,25,2.33,2.775,1,7,0,''
0,0,451.5,0,3,3,9,0,'3.31'
1,,2846,4,3.835,0,20,0,''
1,-10561.99,0,4,1.947692308,0,3,0,'2.97'
